n00004475	有机体，生物
n11736362	giant buttercup, Laccopetalum giganteum
n11736694	nigella
n11736851	love-in-a-mist, Nigella damascena
n11737009	fennel flower, Nigella hispanica
n11737125	black caraway, nutmeg flower, Roman coriander, Nigella sativa
n11737534	pasqueflower, pasque flower
n11738547	meadow rue
n11738997	false bugbane, Trautvetteria carolinensis
n11739365	globeflower, globe flower
n11739978	winter's bark, winter's bark tree, Drimys winteri
n11740414	pepper shrub, Pseudowintera colorata, Wintera colorata
n11741175	sweet gale, Scotch gale, Myrica gale
n11741350	wax myrtle
n11741575	bay myrtle, puckerbush, Myrica cerifera
n11741797	bayberry, candleberry, swamp candleberry, waxberry, Myrica pensylvanica
n11742310	sweet fern, Comptonia peregrina, Comptonia asplenifolia
n11742878	corkwood, corkwood tree, Leitneria floridana
n11744011	jointed rush, Juncus articulatus
n11744108	toad rush, Juncus bufonius
n11744471	slender rush, Juncus tenuis
n11745817	zebrawood, zebrawood tree
n11746600	Connarus guianensis
n11747468	legume, leguminous plant
n11748002	legume
n11748811	peanut
n11749112	granadilla tree, granadillo, Brya ebenus
n11749603	阿拉比卡
n11750173	tonka bean, coumara nut
n11750508	courbaril, Hymenaea courbaril
n11750989	melilotus, melilot, sweet clover
n11751765	darling pea, poison bush
n11751974	smooth darling pea, Swainsona galegifolia
n11752578	clover, trefoil
n11752798	高山三叶草
n11752937	hop clover, shamrock, lesser yellow trefoil, Trifolium dubium
n11753143	crimson clover, Italian clover, Trifolium incarnatum
n11753355	red clover, purple clover, Trifolium pratense
n11753562	buffalo clover, Trifolium reflexum, Trifolium stoloniferum
n11753700	white clover, dutch clover, shamrock, Trifolium repens
n11754893	mimosa
n11756092	阿拉伯橡胶
n11756329	shittah, shittah tree
n11756669	wattle
n11756870	black wattle, Acacia auriculiformis
n11757017	gidgee, stinking wattle, Acacia cambegei
n11757190	catechu, Jerusalem thorn, Acacia catechu
n11757653	silver wattle, mimosa, Acacia dealbata
n11757851	huisache, cassie, mimosa bush, sweet wattle, sweet acacia, scented wattle, flame tree, Acacia farnesiana
n11758122	lightwood, Acacia melanoxylon
n11758276	golden wattle, Acacia pycnantha
n11758483	fever tree, Acacia xanthophloea
n11758799	coralwood, coral-wood, red sandalwood, Barbados pride, peacock flower fence, Adenanthera pavonina
n11759224	合欢树
n11759404	silk tree, Albizia julibrissin, Albizzia julibrissin
n11759609	siris, siris tree, Albizia lebbeck, Albizzia lebbeck
n11759853	rain tree, saman, monkeypod, monkey pod, zaman, zamang, Albizia saman
n11760785	calliandra
n11761202	conacaste, elephant's ear, Enterolobium cyclocarpa
n11761650	inga
n11761836	ice-cream bean, Inga edulis
n11762018	guama, Inga laurina
n11762433	lead tree, white popinac, Leucaena glauca, Leucaena leucocephala
n11762927	wild tamarind, Lysiloma latisiliqua, Lysiloma bahamensis
n11763142	sabicu, Lysiloma sabicu
n11763625	nitta tree
n11763874	Parkia javanica
n11764478	manila tamarind, camachile, huamachil, wild tamarind, Pithecellobium dulce
n11764814	cat's-claw, catclaw, black bead, Pithecellodium unguis-cati
n11765568	honey mesquite, Western honey mesquite, Prosopis glandulosa
n11766046	algarroba, algarrobilla, algarobilla
n11766189	screw bean, screwbean, tornillo, screwbean mesquite, Prosopis pubescens
n11766432	screw bean
n11767354	dogbane
n11767877	Indian hemp, rheumatism weed, Apocynum cannabinum
n11768816	bushman's poison, ordeal tree, Acocanthera oppositifolia, Acocanthera venenata
n11769176	impala lily, mock azalia, desert rose, kudu lily, Adenium obesum, Adenium multiflorum
n11769621	黄蔓
n11769803	common allamanda, golden trumpet, Allamanda cathartica
n11770256	dita, dita bark, devil tree, Alstonia scholaris
n11771147	Nepal trumpet flower, Easter lily vine, Beaumontia grandiflora
n11771539	carissa
n11771746	hedge thorn, natal plum, Carissa bispinosa
n11771924	natal plum, amatungulu, Carissa macrocarpa, Carissa grandiflora
n11772408	periwinkle, rose periwinkle, Madagascar periwinkle, old maid, Cape periwinkle, red periwinkle, cayenne jasmine, Catharanthus roseus, Vinca rosea
n11772879	ivory tree, conessi, kurchi, kurchee, Holarrhena pubescens, Holarrhena antidysenterica
n11773408	white dipladenia, Mandevilla boliviensis, Dipladenia boliviensis
n11773628	Chilean jasmine, Mandevilla laxa
n11773987	oleander, rose bay, Nerium oleander
n11774513	frangipani, frangipanni
n11774972	West Indian jasmine, pagoda tree, Plumeria alba
n11775340	rauwolfia, rauvolfia
n11775626	snakewood, Rauwolfia serpentina
n11776234	Strophanthus kombe
n11777080	yellow oleander, Thevetia peruviana, Thevetia neriifolia
n11778092	myrtle, Vinca minor
n11778257	large periwinkle, Vinca major
n11779300	海芋植物
n11780148	cuckoopint, lords-and-ladies, jack-in-the-pulpit, Arum maculatum
n11780424	black calla, Arum palaestinum
n11781176	calamus
n11782036	海芋
n11782266	giant taro, Alocasia macrorrhiza
n11782761	魔芋属
n11782878	pungapung, telingo potato, elephant yam, Amorphophallus paeonifolius, Amorphophallus campanulatus
n11783162	devil's tongue, snake palm, umbrella arum, Amorphophallus rivieri
n11783920	球心花饰，白星海
n11784126	flamingo flower, flamingo plant, Anthurium andraeanum, Anthurium scherzerianum
n11784497	jack-in-the-pulpit, Indian turnip, wake-robin, Arisaema triphyllum, Arisaema atrorubens
n11785276	friar's-cowl, Arisarum vulgare
n11785668	caladium
n11785875	Caladium bicolor
n11786131	wild calla, water arum, Calla palustris
n11786539	taro, taro plant, dalo, dasheen, Colocasia esculenta
n11786843	taro, cocoyam, dasheen, eddo
n11787190	cryptocoryne, water trumpet
n11788039	dracontium
n11788727	golden pothos, pothos, ivy arum, Epipremnum aureum, Scindapsus aureus
n11789066	skunk cabbage, Lysichiton americanum
n11789438	monstera
n11789589	ceriman, Monstera deliciosa
n11789962	nephthytis
n11790089	Nephthytis afzelii
n11790788	开佛焰苞
n11790936	green arrow arum, tuckahoe, Peltandra virginica
n11791341	philodendron
n11791569	pistia, water lettuce, water cabbage, Pistia stratiotes, Pistia stratoites
n11792029	pothos
n11792341	spathiphyllum, peace lily, spathe flower
n11792742	skunk cabbage, polecat weed, foetid pothos, Symplocarpus foetidus
n11793403	yautia, tannia, spoonflower, malanga, Xanthosoma sagittifolium, Xanthosoma atrovirens
n11793779	calla lily, calla, arum lily, Zantedeschia aethiopica
n11794024	pink calla, Zantedeschia rehmanii
n11794139	golden calla
n11794519	duckweed
n11795049	common duckweed, lesser duckweed, Lemna minor
n11795216	star-duckweed, Lemna trisulca
n11795580	great duckweed, water flaxseed, Spirodela polyrrhiza
n11796005	watermeal
n11796188	common wolffia, Wolffia columbiana
n11797321	木属植物
n11797508	五加科灌木或乔木
n11797981	美国甘松
n11798270	bristly sarsaparilla, bristly sarsparilla, dwarf elder, Aralia hispida
n11798496	Japanese angelica tree, Aralia elata
n11798688	Chinese angelica, Chinese angelica tree, Aralia stipulata
n11798978	ivy, common ivy, English ivy, Hedera helix
n11799331	puka, Meryta sinclairii
n11799732	ginseng, nin-sin, Panax ginseng, Panax schinseng, Panax pseudoginseng
n11800236	ginseng
n11800565	umbrella tree, Schefflera actinophylla, Brassaia actinophylla
n11801392	birthwort, Aristolochia clematitis
n11801665	Dutchman's-pipe, pipe vine, Aristolochia macrophylla, Aristolochia durior
n11801891	Virginia snakeroot, Virginia serpentaria, Virginia serpentary, Aristolochia serpentaria
n11802410	Canada ginger, black snakeroot, Asarum canadense
n11802586	heartleaf, heart-leaf, Asarum virginicum
n11802800	heartleaf, heart-leaf, Asarum shuttleworthii
n11802995	欧细辛
n11805255	caryophyllaceous plant
n11805544	corn cockle, corn campion, crown-of-the-field, Agrostemma githago
n11805956	sandwort
n11806219	mountain sandwort, mountain starwort, mountain daisy, Arenaria groenlandica
n11806369	pine-barren sandwort, longroot, Arenaria caroliniana
n11806521	seabeach sandwort, Arenaria peploides
n11806679	rock sandwort, Arenaria stricta
n11806814	thyme-leaved sandwort, Arenaria serpyllifolia
n11807108	mouse-ear chickweed, mouse eared chickweed, mouse ear, clammy chickweed, chickweed
n11807525	snow-in-summer, love-in-a-mist, Cerastium tomentosum
n11807696	耳草属
n11807979	pink, garden pink
n11808299	sweet William, Dianthus barbatus
n11808468	carnation, clove pink, gillyflower, Dianthus caryophyllus
n11808721	china pink, rainbow pink, Dianthus chinensis
n11808932	Japanese pink, Dianthus chinensis heddewigii
n11809094	maiden pink, Dianthus deltoides
n11809271	cheddar pink, Diangus gratianopolitanus
n11809437	button pink, Dianthus latifolius
n11809594	cottage pink, grass pink, Dianthus plumarius
n11809754	fringed pink, Dianthus supurbus
n11810030	drypis
n11810358	baby's breath, babies'-breath, Gypsophila paniculata
n11811059	coral necklace, Illecebrum verticullatum
n11811473	lychnis, catchfly
n11811706	ragged robin, cuckoo flower, Lychnis flos-cuculi, Lychins floscuculi
n11811921	scarlet lychnis, maltese cross, Lychins chalcedonica
n11812094	mullein pink, rose campion, gardener's delight, dusty miller, Lychnis coronaria
n11812910	sandwort, Moehringia lateriflora
n11813077	sandwort, Moehringia mucosa
n11814584	soapwort, hedge pink, bouncing Bet, bouncing Bess, Saponaria officinalis
n11814996	knawel, knawe, Scleranthus annuus
n11815491	silene, campion, catchfly
n11815721	moss campion, Silene acaulis
n11815918	wild pink, Silene caroliniana
n11816121	red campion, red bird's eye, Silene dioica, Lychnis dioica
n11816336	white campion, evening lychnis, white cockle, bladder campion, Silene latifolia, Lychnis alba
n11816649	fire pink, Silene virginica
n11816829	bladder campion, Silene uniflora, Silene vulgaris
n11817160	corn spurry, corn spurrey, Spergula arvensis
n11817501	sand spurry, sea spurry, Spergularia rubra
n11817914	chickweed
n11818069	common chickweed, Stellaria media
n11818636	cowherb, cow cockle, Vaccaria hispanica, Vaccaria pyramidata, Saponaria vaccaria
n11819509	Hottentot fig, Hottentot's fig, sour fig, Carpobrotus edulis, Mesembryanthemum edule
n11819912	livingstone daisy, Dorotheanthus bellidiformis
n11820965	fig marigold, pebble plant
n11821184	ice plant, icicle plant, Mesembryanthemum crystallinum
n11822300	New Zealand spinach, Tetragonia tetragonioides, Tetragonia expansa
n11823043	苋属植物
n11823305	苋属植物
n11823436	tumbleweed, Amaranthus albus, Amaranthus graecizans
n11823756	prince's-feather, gentleman's-cane, prince's-plume, red amaranth, purple amaranth, Amaranthus cruentus, Amaranthus hybridus hypochondriacus, Amaranthus hybridus erythrostachys
n11824146	pigweed, Amaranthus hypochondriacus
n11824344	thorny amaranth, Amaranthus spinosus
n11824747	alligator weed, alligator grass, Alternanthera philoxeroides
n11825351	cockscomb, common cockscomb, Celosia cristata, Celosia argentea cristata
n11825749	cottonweed
n11826198	globe amaranth, bachelor's button, Gomphrena globosa
n11826569	bloodleaf
n11827541	saltwort, Batis maritima
n11828577	lamb's-quarters, pigweed, wild spinach, Chenopodium album
n11828973	good-king-henry, allgood, fat hen, wild spinach, Chenopodium bonus-henricus
n11829205	Jerusalem oak, feather geranium, Mexican tea, Chenopodium botrys, Atriplex mexicana
n11829672	oak-leaved goosefoot, oakleaf goosefoot, Chenopodium glaucum
n11829922	sowbane, red goosefoot, Chenopodium hybridum
n11830045	nettle-leaved goosefoot, nettleleaf goosefoot, Chenopodium murale
n11830252	red goosefoot, French spinach, Chenopodium rubrum
n11830400	stinking goosefoot, Chenopodium vulvaria
n11830714	orach, orache
n11830906	saltbush
n11831100	garden orache, mountain spinach, Atriplex hortensis
n11831297	desert holly, Atriplex hymenelytra
n11831521	quail bush, quail brush, white thistle, Atriplex lentiformis
n11832214	beet, common beet, Beta vulgaris
n11832480	beetroot, Beta vulgaris rubra
n11832671	chard, Swiss chard, spinach beet, leaf beet, chard plant, Beta vulgaris cicla
n11832899	mangel-wurzel, mangold-wurzel, mangold, Beta vulgaris vulgaris
n11833373	winged pigweed, tumbleweed, Cycloloma atriplicifolium
n11833749	halogeton, Halogeton glomeratus
n11834272	glasswort, samphire, Salicornia europaea
n11834654	saltwort, barilla, glasswort, kali, kelpwort, Salsola kali, Salsola soda
n11834890	Russian thistle, Russian tumbleweed, Russian cactus, tumbleweed, Salsola kali tenuifolia
n11835251	greasewood, black greasewood, Sarcobatus vermiculatus
n11836327	scarlet musk flower, Nyctaginia capitata
n11836722	sand verbena
n11837204	sweet sand verbena, Abronia fragrans
n11837351	yellow sand verbena, Abronia latifolia
n11837562	beach pancake, Abronia maritima
n11837743	beach sand verbena, pink sand verbena, Abronia umbellata
n11837970	desert sand verbena, Abronia villosa
n11838413	trailing four o'clock, trailing windmills, Allionia incarnata
n11838916	bougainvillea
n11839460	umbrellawort
n11839568	four o'clock
n11839823	common four-o'clock, marvel-of-Peru, Mirabilis jalapa, Mirabilis uniflora
n11840067	California four o'clock, Mirabilis laevis, Mirabilis californica
n11840246	sweet four o'clock, maravilla, Mirabilis longiflora
n11840476	desert four o'clock, Colorado four o'clock, maravilla, Mirabilis multiflora
n11840764	mountain four o'clock, Mirabilis oblongifolia
n11841247	cockspur, Pisonia aculeata
n11843441	rattail cactus, rat's-tail cactus, Aporocactus flagelliformis
n11844371	saguaro, sahuaro, Carnegiea gigantea
n11844892	night-blooming cereus
n11845557	echinocactus, barrel cactus
n11845793	hedgehog cactus
n11845913	golden barrel cactus, Echinocactus grusonii
n11846312	hedgehog cereus
n11846425	rainbow cactus
n11846765	epiphyllum, orchid cactus
n11847169	barrel cactus
n11848479	night-blooming cereus
n11848867	chichipe, Lemaireocereus chichipe
n11849271	mescal, mezcal, peyote, Lophophora williamsii
n11849467	mescal button, sacred mushroom, magic mushroom
n11849871	mammillaria
n11849983	feather ball, Mammillaria plumosa
n11850521	garambulla, garambulla cactus, Myrtillocactus geometrizans
n11850918	Knowlton's cactus, Pediocactus knowltonii
n11851258	nopal
n11851578	prickly pear, prickly pear cactus
n11851839	cholla, Opuntia cholla
n11852028	nopal, Opuntia lindheimeri
n11852148	tuna, Opuntia tuna
n11852531	Barbados gooseberry, Barbados-gooseberry vine, Pereskia aculeata
n11853079	mistletoe cactus
n11853356	Christmas cactus, Schlumbergera buckleyi, Schlumbergera baridgesii
n11853813	night-blooming cereus
n11854479	crab cactus, Thanksgiving cactus, Zygocactus truncatus, Schlumbergera truncatus
n11855274	pokeweed
n11855435	Indian poke, Phytolacca acinosa
n11855553	poke, pigeon berry, garget, scoke, Phytolacca americana
n11855842	ombu, bella sombra, Phytolacca dioica
n11856573	bloodberry, blood berry, rougeberry, rouge plant, Rivina humilis
n11857696	portulaca
n11857875	rose moss, sun plant, Portulaca grandiflora
n11858077	common purslane, pussley, pussly, verdolagas, Portulaca oleracea
n11858703	rock purslane
n11858814	red maids, redmaids, Calandrinia ciliata
n11859275	Carolina spring beauty, Claytonia caroliniana
n11859472	spring beauty, Clatonia lanceolata
n11859737	Virginia spring beauty, Claytonia virginica
n11860208	siskiyou lewisia, Lewisia cotyledon
n11860555	bitterroot, Lewisia rediviva
n11861238	broad-leaved montia, Montia cordifolia
n11861487	blinks, blinking chickweed, water chickweed, Montia lamprosperma
n11861641	toad lily, Montia chamissoi
n11861853	winter purslane, miner's lettuce, Cuban spinach, Montia perfoliata
n11862835	flame flower, flame-flower, flameflower, Talinum aurantiacum
n11863467	pigmy talinum, Talinum brevifolium
n11863877	jewels-of-opar, Talinum paniculatum
n11865071	caper
n11865276	native pomegranate, Capparis arborea
n11865429	caper tree, Jamaica caper tree, Capparis cynophallophora
n11865574	caper tree, bay-leaved caper, Capparis flexuosa
n11865874	common caper, Capparis spinosa
n11866248	spiderflower, cleome
n11866706	Rocky Mountain bee plant, stinking clover, Cleome serrulata
n11867311	clammyweed, Polanisia graveolens, Polanisia dodecandra
